time,Steering_input,x,y,vx,vy,ax,ay,yaw,roll,yaw_rate,roll_rate,slip_angle,long_slip,toe_in_r,toe_in_avg,toe_in_l,wlf,wlr,wrf,wrr,tiredef_rf,tiredef_rr,tiredef_lf,tiredef_lr,sp_tor,current_gear,engine_omega,engine_torque,tc_inp_tor,tc_out_tor,tc_out_omg,tc_sr,
+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+0.00000000e+00,+1,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,+0.00000000e+00,+0.00000000e+00,-0.00000000e+00,
+1.00000000e-02,+0.00000000e+00,-3.72049481e-05,-5.74369724e-08,-5.47357862e-03,+9.37321511e-07,-4.25221277e-01,+8.59818810e-05,+2.04438920e-08,-2.77571904e-07,-1.70232210e-07,-4.83969983e-05,+1.30648657e+00,-9.21332420e-01,-3.27022728e-04,+4.61201178e-06,+3.36246751e-04,+5.55323070e-03,+5.55191538e-03,+5.55111319e-03,+5.55192671e-03,+0.00000000e+00,+0.00000000e+00,+8.61318092e-311,+0.00000000e+00,+2.88754437e+00,+1,+8.96671653e-04,+2.04013876e-01,+3.57342246e-09,+7.14684491e-09,-1.85496562e-02,-1.95766298e+01,
+2.00000000e-02,+0.00000000e+00,-1.23431562e-04,+2.26715760e-07,-7.59438920e-03,-6.92793792e-06,-6.64825611e-02,-1.20044130e-03,+2.69120649e-08,+1.14909899e-06,+1.82847077e-06,+4.25128505e-04,+1.33857088e+00,-7.59888800e-01,-1.05829536e-03,+4.76973016e-06,+1.06783482e-03,+1.70156246e-02,+1.82077416e-02,+1.69803115e-02,+1.81773206e-02,+5.92642467e-03,+5.85278541e-03,+5.92638322e-03,+5.85280348e-03,-5.23942959e+01,+1,+3.58203250e-03,+4.10091051e-01,-5.70264748e-08,-5.70264748e-08,+1.61763427e-01,+5.11064950e+01,
+3.00000000e-02,+0.00000000e+00,-2.25009537e-04,+1.55938523e-06,-7.31020452e-03,-2.02248196e-05,+1.06276588e-01,-1.29893371e-03,+5.62225030e-08,+8.03469372e-06,+3.72108546e-06,+9.10113937e-04,+1.38614375e+00,-3.38045563e-01,-1.71076210e-03,+5.42438504e-06,+1.72161087e-03,+2.77519181e-02,+3.08738052e-02,+2.76211510e-02,+3.07489183e-02,+1.21667204e-02,+1.19808049e-02,+1.21645788e-02,+1.19786627e-02,-3.67119267e+01,+1,+7.98451064e-03,+6.16173751e-01,-2.83344045e-07,-2.83344045e-07,+3.69224110e-01,+5.20629548e+01,
+4.00000000e-02,+0.00000000e+00,-3.23890874e-04,+3.48771705e-06,-5.70970873e-03,-3.18772892e-05,+2.01733421e-01,-8.24513815e-04,+9.87079582e-08,+1.82868482e-05,+4.07170134e-06,+1.07674557e-03,+1.50436917e+00,+1.95139956e+00,-2.10095575e-03,+6.33647114e-06,+2.11362869e-03,+3.38815793e-02,+3.90510185e-02,+3.36782995e-02,+3.88520135e-02,+1.63988286e-02,+1.60654830e-02,+1.63919141e-02,+1.60585007e-02,-6.75729667e+00,+1,+1.40064127e-02,+8.22265479e-01,-8.71909319e-07,-8.71909319e-07,+4.71265421e-01,+3.63651029e+01,
+5.00000000e-02,+0.00000000e+00,-4.10168122e-04,+5.28963382e-06,-3.41284964e-03,-3.68651080e-05,+2.47375028e-01,+4.67014837e-05,+1.38288296e-07,+2.82962151e-05,+2.63569368e-06,+8.66187472e-04,+3.47996410e-02,+4.67528637e+00,-2.21502799e-03,+7.16457266e-06,+2.22935713e-03,+3.41810590e-02,+4.13695470e-02,+3.39728925e-02,+4.11631944e-02,+1.85878485e-02,+1.80886157e-02,+1.85753513e-02,+1.80760020e-02,+2.42428174e+01,+1,+2.15473163e-02,+1.02836949e+00,-2.06349706e-06,-2.06349706e-06,+4.34561244e-01,+2.09705698e+01,
+6.00000000e-02,+0.00000000e+00,-4.78521033e-04,+6.29731494e-06,-8.15088892e-04,-3.23284222e-05,+2.62897254e-01,+1.01926823e-03,+1.59576130e-07,+3.45511798e-05,+1.13997178e-07,+3.44850903e-04,-1.08073742e+00,+2.66105305e+00,-2.13266592e-03,+7.64037758e-06,+2.14794667e-03,+2.91939483e-02,+3.82761688e-02,+2.90480155e-02,+3.81290665e-02,+1.92761766e-02,+1.86046064e-02,+1.92600621e-02,+1.85883669e-02,+4.85243027e+01,+1,+3.05124176e-02,+1.23448852e+00,-4.13781168e-06,-4.13781168e-06,+2.73811233e-01,+9.06491349e+00,
+7.00000000e-02,+0.00000000e+00,-5.26237893e-04,+6.06308071e-06,+1.84580732e-03,-1.84202986e-05,+2.60142812e-01,+1.81222925e-03,+1.53719119e-07,+3.45315015e-05,-3.03907382e-06,-3.65572595e-04,-1.18127020e+00,+2.29378591e+00,-1.95222149e-03,+7.62509710e-06,+1.96747169e-03,+2.03731461e-02,+3.10622827e-02,+2.03378855e-02,+3.10232578e-02,+1.91101215e-02,+1.82682799e-02,+1.90945400e-02,+1.82526063e-02,+6.31095545e+01,+1,+4.08167733e-02,+1.44062475e+00,+6.85054822e-06,+8.85000272e-06,+2.63480088e-02,+6.48665851e-01,
+8.00000000e-02,+0.00000000e+00,-5.52161104e-04,+4.40177527e-06,+4.41787339e-03,+2.42189066e-06,+2.44895259e-01,+2.30065743e-03,+1.15299641e-07,+2.70123283e-05,-6.26148402e-06,-1.13367257e-03,-1.22799477e+00,+2.18529333e+00,-1.74921956e-03,+7.06934540e-06,+1.76335825e-03,+9.44137621e-03,+2.14142194e-02,+9.54567768e-03,+2.15125530e-02,+1.86084372e-02,+1.76035651e-02,+1.85983619e-02,+1.75934676e-02,+6.81109079e+01,+1,+5.23861948e-02,+1.64677989e+00,+1.21969485e-05,+2.43938969e-05,-2.64708236e-01,-4.92479851e+00,
+9.00000000e-02,+0.00000000e+00,-5.56374857e-04,+1.36930338e-06,+6.78204247e-03,+2.71284279e-05,+2.18612287e-01,+2.50316713e-03,+4.38595829e-08,+1.20177987e-05,-9.02081197e-06,-1.84365720e-03,-1.27479912e+00,+2.20384567e+00,-1.56626332e-03,+5.97691651e-06,+1.57821716e-03,-1.95225482e-03,+1.09204830e-02,-1.69777334e-03,+1.11669503e-02,+1.80920521e-02,+1.69349616e-02,+1.80918652e-02,+1.69348516e-02,+6.49448177e+01,+1,+6.51568385e-02,+1.85295530e+00,+1.88685049e-05,+3.77370098e-05,-5.59921619e-01,-8.32946020e+00,
